"Northeast                                         ","Walmart                                           ",$5.76
"Northeast                                         ","Allstate                                          ",$5.92
"Northeast                                         ","Allstate                                          ",$7.18
"Northeast                                         ","Allstate                                          ",$7.44
"Northeast                                         ","Allstate                                          ",$7.54
"Northeast                                         ","Allstate                                          ",$7.34
"Northeast                                         ","Allstate                                          ",$7.42
"Northeast                                         ","Allstate                                          ",$7.55
"Northeast                                         ","Allstate                                          ",$7.56
"Northeast                                         ","Allstate                                          ",$7.48
"Northeast                                         ","TIAA                                              ",$7.83
"Northeast                                         ","TIAA                                              ",$7.11
"Northeast                                         ","CHS                                               ",$7.63
"Northeast                                         ","CHS                                               ",$7.59
"Northeast                                         ","CHS                                               ",$7.66
"Northeast                                         ","CHS                                               ",$7.73
"Northeast                                         ","CHS                                               ",$6.91
"Northeast                                         ","CHS                                               ",$7.44
"Northeast                                         ","CHS                                               ",$7.51
"Northeast                                         ","CHS                                               ",$7.47
"Northeast                                         ","CHS                                               ",$7.47
"Northeast                                         ","American Express                                  ",$7.16
"Northeast                                         ","American Express                                  ",$6.74
"Northeast                                         ","American Express                                  ",$7.49
"Northeast                                         ","Gilead Sciences                                   ",$7.77
"Northeast                                         ","Gilead Sciences                                   ",$7.73
"Northeast                                         ","Gilead Sciences                                   ",$7.50
"Northeast                                         ","Gilead Sciences                                   ",$7.62
"Northeast                                         ","Gilead Sciences                                   ",$7.51
"Northeast                                         ","Publix Super Markets                              ",$7.52
"Northeast                                         ","General Dynamics                                  ",$7.66
"Northeast                                         ","General Dynamics                                  ",$6.97
"Northeast                                         ","General Dynamics                                  ",$7.90
"Northeast                                         ","General Dynamics                                  ",$7.52
"Northeast                                         ","General Dynamics                                  ",$7.32
"Northeast                                         ","General Dynamics                                  ",$7.58
"Northeast                                         ","General Dynamics                                  ",$7.56
"Northeast                                         ","General Dynamics                                  ",$7.37
"Northeast                                         ","General Dynamics                                  ",$7.45
"Northeast                                         ","General Dynamics                                  ",$7.49
"Northeast                                         ","General Dynamics                                  ",$7.54
"Northeast                                         ","General Dynamics                                  ",$7.58
"Northeast                                         ","General Dynamics                                  ",$7.66
"Northeast                                         ","General Dynamics                                  ",$7.51
"Northeast                                         ","General Dynamics                                  ",$7.60
"Northeast                                         ","General Dynamics                                  ",$7.17
"Northeast                                         ","General Dynamics                                  ",$7.63
"Northeast                                         ","General Dynamics                                  ",$7.71
"Northeast                                         ","General Dynamics                                  ",$7.39
"Northeast                                         ","General Dynamics                                  ",$7.51
"Northeast                                         ","General Dynamics                                  ",$7.44
"Northeast                                         ","General Dynamics                                  ",$7.55
"Northeast                                         ","General Dynamics                                  ",$7.45
"Northeast                                         ","General Dynamics                                  ",$7.67
"Northeast                                         ","General Dynamics                                  ",$7.58
"Northeast                                         ","General Dynamics                                  ",$7.55
"Northeast                                         ","General Dynamics                                  ",$6.55
"Northeast                                         ","General Dynamics                                  ",$7.42
"Northeast                                         ","TJX                                               ",$5.05
"Northeast                                         ","TJX                                               ",$7.59
"Northeast                                         ","TJX                                               ",$7.54
"Northeast                                         ","TJX                                               ",$7.32
"Northeast                                         ","TJX                                               ",$7.68
"Northeast                                         ","TJX                                               ",$6.54
"Northeast                                         ","TJX                                               ",$7.94
"Northeast                                         ","World Fuel Services                               ",$6.40
"Northeast                                         ","3M                                                ",$6.78
"Northeast                                         ","3M                                                ",$6.81
"Northeast                                         ","3M                                                ",$6.90
"Northeast                                         ","3M                                                ",$6.26
"Northeast                                         ","3M                                                ",$6.57
"Northeast                                         ","3M                                                ",$6.59
"Northeast                                         ","3M                                                ",$7.10
"Northeast                                         ","3M                                                ",$6.62
"Northeast                                         ","3M                                                ",$5.69
"Northeast                                         ","3M                                                ",$6.40
"Northeast                                         ","3M                                                ",$6.63
"Northeast                                         ","3M                                                ",$6.64
"Northeast                                         ","Mondelez International                            ",$7.76
"Northeast                                         ","Mondelez International                            ",$6.43
"Northeast                                         ","Exelon                                            ",$7.11
"Northeast                                         ","Exelon                                            ",$7.65
"Northeast                                         ","Exelon                                            ",$7.69
"Northeast                                         ","Exelon                                            ",$7.68
"Northeast                                         ","Exelon                                            ",$7.37
"Northeast                                         ","Exelon                                            ",$7.96
"Northeast                                         ","Exelon                                            ",$6.86
"Northeast                                         ","Twenty-First Century Fox                          ",$7.77
"Northeast                                         ","Twenty-First Century Fox                          ",$7.57
"Northeast                                         ","Twenty-First Century Fox                          ",$8.12
"Northeast                                         ","Twenty-First Century Fox                          ",$7.90
"Northeast                                         ","Twenty-First Century Fox                          ",$7.68
"Northeast                                         ","Twenty-First Century Fox                          ",$7.43
"Northeast                                         ","Twenty-First Century Fox                          ",$7.63
"Northeast                                         ","Twenty-First Century Fox                          ",$7.37
"Northeast                                         ","Twenty-First Century Fox                          ",$6.94
"Northeast                                         ","Twenty-First Century Fox                          ",$7.97
"Northeast                                         ","Twenty-First Century Fox                          ",$7.58
"Northeast                                         ","Tesoro                                            ",$7.57
"Northeast                                         ","Tesoro                                            ",$7.58
"Northeast                                         ","Time Warner                                       ",$6.42
"Northeast                                         ","Time Warner                                       ",$6.59
"Northeast                                         ","Time Warner                                       ",$6.60
"Northeast                                         ","Time Warner                                       ",$6.61
"Northeast                                         ","Time Warner                                       ",$6.65
"Northeast                                         ","Time Warner                                       ",$6.54
"Northeast                                         ","Time Warner                                       ",$6.59
"Northeast                                         ","Northwestern Mutual                               ",$6.83
"Northeast                                         ","Northwestern Mutual                               ",$6.51
"Northeast                                         ","DuPont                                            ",$7.72
"Northeast                                         ","DuPont                                            ",$7.58
"Northeast                                         ","Avnet                                             ",$7.35
"Northeast                                         ","Avnet                                             ",$6.69
"Northeast                                         ","Avnet                                             ",$6.66
"Northeast                                         ","Avnet                                             ",$6.60
"Northeast                                         ","Avnet                                             ",$6.65
"Northeast                                         ","Avnet                                             ",$6.66
"Northeast                                         ","Avnet                                             ",$6.68
"Northeast                                         ","Enterprise Products Partners                      ",$7.54
"Northeast                                         ","Enterprise Products Partners                      ",$7.71
"Northeast                                         ","Enterprise Products Partners                      ",$7.54
"Northeast                                         ","Travelers Cos.                                    ",$5.24
"Northeast                                         ","Travelers Cos.                                    ",$6.57
"Northeast                                         ","Travelers Cos.                                    ",$6.64
"Northeast                                         ","Travelers Cos.                                    ",$6.64
"Northeast                                         ","Travelers Cos.                                    ",$6.67
"Northeast                                         ","Travelers Cos.                                    ",$6.66
"Northeast                                         ","Travelers Cos.                                    ",$6.67
"Northeast                                         ","Travelers Cos.                                    ",$6.66
"Northeast                                         ","Travelers Cos.                                    ",$6.62
"Northeast                                         ","Travelers Cos.                                    ",$6.71
"Northeast                                         ","Travelers Cos.                                    ",$6.90
"Northeast                                         ","Travelers Cos.                                    ",$6.63
"Northeast                                         ","Philip Morris International                       ",$7.54
"Northeast                                         ","Philip Morris International                       ",$7.20
"Northeast                                         ","Philip Morris International                       ",$7.72
"Northeast                                         ","Philip Morris International                       ",$7.77
"Northeast                                         ","Philip Morris International                       ",$5.99
"Northeast                                         ","Philip Morris International                       ",$7.49
"Northeast                                         ","Philip Morris International                       ",$6.88
"Northeast                                         ","Philip Morris International                       ",$7.79
"Northeast                                         ","Philip Morris International                       ",$7.98
"Northeast                                         ","Philip Morris International                       ",$7.68
"Northeast                                         ","Philip Morris International                       ",$7.36
"Northeast                                         ","Philip Morris International                       ",$6.31
"Northeast                                         ","Philip Morris International                       ",$8.12
"Northeast                                         ","Philip Morris International                       ",$7.90
"Northeast                                         ","Philip Morris International                       ",$6.30
"Midwest                                           ","Tech Data                                         ",$7.54
"Midwest                                           ","McDonald's                                        ",$7.53
"Midwest                                           ","McDonald's                                        ",$7.72
"Midwest                                           ","McDonald's                                        ",$7.46
"Midwest                                           ","McDonald's                                        ",$7.62
"Midwest                                           ","McDonald's                                        ",$7.51
"Midwest                                           ","McDonald's                                        ",$7.32
"Midwest                                           ","Qualcomm                                          ",$6.47
"Midwest                                           ","Qualcomm                                          ",$7.45
"Midwest                                           ","Qualcomm                                          ",$7.84
"Midwest                                           ","Sears Holdings                                    ",$7.54
"Midwest                                           ","Sears Holdings                                    ",$7.81
"Midwest                                           ","Sears Holdings                                    ",$7.73
"Midwest                                           ","Sears Holdings                                    ",$5.62
"Midwest                                           ","Sears Holdings                                    ",$7.73
"Midwest                                           ","Sears Holdings                                    ",$7.21
"Midwest                                           ","Sears Holdings                                    ",$7.42
"Midwest                                           ","Sears Holdings                                    ",$7.45
"Midwest                                           ","Sears Holdings                                    ",$6.22
"Midwest                                           ","Sears Holdings                                    ",$7.31
"Midwest                                           ","Sears Holdings                                    ",$7.56
"Midwest                                           ","Sears Holdings                                    ",$5.75
"Midwest                                           ","Sears Holdings                                    ",$7.56
"Midwest                                           ","Capital One Financial                             ",$6.53
"Midwest                                           ","Capital One Financial                             ",$6.76
"Midwest                                           ","Capital One Financial                             ",$6.72
"Midwest                                           ","Capital One Financial                             ",$6.77
"Midwest                                           ","Capital One Financial                             ",$6.46
"Midwest                                           ","Capital One Financial                             ",$6.55
"Midwest                                           ","Capital One Financial                             ",$6.65
"Midwest                                           ","EMC                                               ",$6.18
"Midwest                                           ","EMC                                               ",$6.68
"Midwest                                           ","EMC                                               ",$6.57
"Midwest                                           ","EMC                                               ",$6.66
"Midwest                                           ","USAA                                              ",$7.80
"Midwest                                           ","USAA                                              ",$7.52
"Midwest                                           ","USAA                                              ",$7.74
"Midwest                                           ","USAA                                              ",$7.76
"Midwest                                           ","Duke Energy                                       ",$7.49
"Midwest                                           ","Duke Energy                                       ",$7.67
"Midwest                                           ","Duke Energy                                       ",$6.58
"Midwest                                           ","Duke Energy                                       ",$7.76
"Midwest                                           ","Duke Energy                                       ",$7.68
"Midwest                                           ","Duke Energy                                       ",$7.59
"Midwest                                           ","Duke Energy                                       ",$7.54
"Midwest                                           ","Duke Energy                                       ",$7.56
"Midwest                                           ","Duke Energy                                       ",$7.80
"Midwest                                           ","Duke Energy                                       ",$7.53
"Midwest                                           ","Duke Energy                                       ",$7.54
"Midwest                                           ","Duke Energy                                       ",$7.47
"Midwest                                           ","Duke Energy                                       ",$7.37
"Midwest                                           ","Time Warner Cable                                 ",$6.67
"Midwest                                           ","Time Warner Cable                                 ",$6.62
"Midwest                                           ","Time Warner Cable                                 ",$6.36
"Midwest                                           ","Time Warner Cable                                 ",$6.73
"Midwest                                           ","Time Warner Cable                                 ",$6.59
"Midwest                                           ","Halliburton                                       ",$6.59
"Midwest                                           ","Halliburton                                       ",$6.81
"Midwest                                           ","Halliburton                                       ",$6.88
"Midwest                                           ","Northrop Grumman                                  ",$7.57
"Midwest                                           ","Northrop Grumman                                  ",$7.38
"Midwest                                           ","Northrop Grumman                                  ",$7.56
"Midwest                                           ","Northrop Grumman                                  ",$7.54
"Midwest                                           ","Northrop Grumman                                  ",$7.62
"Midwest                                           ","Northrop Grumman                                  ",$7.66
"Midwest                                           ","Arrow Electronics                                 ",$7.62
"Midwest                                           ","Arrow Electronics                                 ",$7.65
"Midwest                                           ","Arrow Electronics                                 ",$7.57
"Midwest                                           ","Arrow Electronics                                 ",$7.54
"Midwest                                           ","Arrow Electronics                                 ",$7.50
"Midwest                                           ","Arrow Electronics                                 ",$7.63
"Midwest                                           ","Arrow Electronics                                 ",$7.70
"Midwest                                           ","Arrow Electronics                                 ",$7.57
"Midwest                                           ","Arrow Electronics                                 ",$7.74
"Midwest                                           ","Arrow Electronics                                 ",$7.35
"Midwest                                           ","Arrow Electronics                                 ",$7.46
"Midwest                                           ","Arrow Electronics                                 ",$7.54
"Midwest                                           ","Arrow Electronics                                 ",$7.53
"Midwest                                           ","Arrow Electronics                                 ",$7.74
"Midwest                                           ","Arrow Electronics                                 ",$7.61
"Midwest                                           ","Arrow Electronics                                 ",$7.69
"Midwest                                           ","Arrow Electronics                                 ",$7.52
"Midwest                                           ","Arrow Electronics                                 ",$7.49
"Midwest                                           ","Arrow Electronics                                 ",$7.56
"Midwest                                           ","Arrow Electronics                                 ",$7.40
"Midwest                                           ","Arrow Electronics                                 ",$7.80
"Midwest                                           ","Arrow Electronics                                 ",$7.64
"Midwest                                           ","Arrow Electronics                                 ",$7.51
"Midwest                                           ","Arrow Electronics                                 ",$7.62
"Midwest                                           ","Arrow Electronics                                 ",$7.50
"Midwest                                           ","Arrow Electronics                                 ",$7.57
"Midwest                                           ","Arrow Electronics                                 ",$7.60
"Midwest                                           ","Arrow Electronics                                 ",$7.55
"Midwest                                           ","Arrow Electronics                                 ",$7.57
"Midwest                                           ","Raytheon                                          ",$7.53
"Midwest                                           ","Raytheon                                          ",$7.28
"Midwest                                           ","Raytheon                                          ",$7.65
"Midwest                                           ","Raytheon                                          ",$7.37
"Midwest                                           ","Raytheon                                          ",$7.58
"Midwest                                           ","Raytheon                                          ",$6.27
"Midwest                                           ","Raytheon                                          ",$6.96
"Midwest                                           ","Raytheon                                          ",$7.63
"Midwest                                           ","Raytheon                                          ",$7.58
"Midwest                                           ","Raytheon                                          ",$7.63
"Midwest                                           ","Plains GP Holdings                                ",$7.49
"Midwest                                           ","US Foods Holding                                  ",$6.65
"Midwest                                           ","US Foods Holding                                  ",$6.59
"Midwest                                           ","AbbVie                                            ",$6.65
"Midwest                                           ","Centene                                           ",$7.56
"Midwest                                           ","Centene                                           ",$7.12
"Midwest                                           ","Centene                                           ",$7.74
"Midwest                                           ","Centene                                           ",$7.43
"Midwest                                           ","Centene                                           ",$7.54
"Midwest                                           ","Centene                                           ",$6.83
"Midwest                                           ","Centene                                           ",$7.60
"Midwest                                           ","Centene                                           ",$6.95
"Midwest                                           ","Centene                                           ",$7.58
"Midwest                                           ","Centene                                           ",$7.55
"Midwest                                           ","Centene                                           ",$7.72
"Midwest                                           ","Centene                                           ",$7.70
"Midwest                                           ","Centene                                           ",$7.58
"Midwest                                           ","Centene                                           ",$7.64
"Midwest                                           ","Centene                                           ",$6.89
"Midwest                                           ","Centene                                           ",$7.55
"Midwest                                           ","Centene                                           ",$7.73
"Midwest                                           ","Centene                                           ",$7.64
"Midwest                                           ","Centene                                           ",$7.48
"Midwest                                           ","Centene                                           ",$7.51
"Midwest                                           ","Centene                                           ",$7.50
"Midwest                                           ","Centene                                           ",$7.58
"Midwest                                           ","Centene                                           ",$7.64
"Midwest                                           ","Centene                                           ",$7.31
"Midwest                                           ","Centene                                           ",$7.52
"Midwest                                           ","Centene                                           ",$7.50
"Midwest                                           ","Community Health Systems                          ",$6.63
"Midwest                                           ","Community Health Systems                          ",$6.61
"Midwest                                           ","Community Health Systems                          ",$7.50
"Midwest                                           ","Community Health Systems                          ",$6.64
"Midwest                                           ","Community Health Systems                          ",$6.68
"Midwest                                           ","International Paper                               ",$6.61
"Midwest                                           ","International Paper                               ",$6.53
"Midwest                                           ","International Paper                               ",$6.64
"Midwest                                           ","International Paper                               ",$6.65
"Midwest                                           ","International Paper                               ",$6.62
"Midwest                                           ","International Paper                               ",$6.63
"Midwest                                           ","Emerson Electric                                  ",$7.76
"Midwest                                           ","Emerson Electric                                  ",$7.24
"Midwest                                           ","Emerson Electric                                  ",$7.51
"Midwest                                           ","Emerson Electric                                  ",$7.55
"Midwest                                           ","Emerson Electric                                  ",$7.52
"Midwest                                           ","Emerson Electric                                  ",$7.35
"Midwest                                           ","Emerson Electric                                  ",$7.06
"Midwest                                           ","Emerson Electric                                  ",$7.32
"Midwest                                           ","Emerson Electric                                  ",$7.73
"Midwest                                           ","Emerson Electric                                  ",$7.65
"Midwest                                           ","Emerson Electric                                  ",$7.60
"Midwest                                           ","Emerson Electric                                  ",$7.53
"Midwest                                           ","Emerson Electric                                  ",$7.63
"Midwest                                           ","Emerson Electric                                  ",$7.58
"Midwest                                           ","Emerson Electric                                  ",$7.72
"Midwest                                           ","Emerson Electric                                  ",$7.62
"Midwest                                           ","Union Pacific                                     ",$7.74
"Midwest                                           ","Union Pacific                                     ",$7.68
"Midwest                                           ","Amgen                                             ",$6.81
"Midwest                                           ","Amgen                                             ",$6.58
"Midwest                                           ","Amgen                                             ",$6.65
"Midwest                                           ","Amgen                                             ",$6.62
"Midwest                                           ","Amgen                                             ",$6.55
"Midwest                                           ","Amgen                                             ",$6.60
"Midwest                                           ","Amgen                                             ",$6.58
"Midwest                                           ","Amgen                                             ",$6.62
"Midwest                                           ","U.S. Bancorp                                      ",$5.69
"Midwest                                           ","U.S. Bancorp                                      ",$6.51
"Midwest                                           ","Staples                                           ",$8.12
"Midwest                                           ","Danaher                                           ",$7.61
"Midwest                                           ","Whirlpool                                         ",$7.75
"Midwest                                           ","Whirlpool                                         ",$7.85
"Midwest                                           ","Whirlpool                                         ",$7.74
"Midwest                                           ","Whirlpool                                         ",$7.24
"Midwest                                           ","Whirlpool                                         ",$7.81
"Midwest                                           ","Whirlpool                                         ",$7.57
"Midwest                                           ","Aflac                                             ",$7.49
"Midwest                                           ","Aflac                                             ",$7.96
"Midwest                                           ","Aflac                                             ",$7.21
"Midwest                                           ","Aflac                                             ",$5.32
"Midwest                                           ","Aflac                                             ",$5.10
"Midwest                                           ","Aflac                                             ",$7.81
"Midwest                                           ","AutoNation                                        ",$7.80
"Midwest                                           ","AutoNation                                        ",$5.55
"Midwest                                           ","AutoNation                                        ",$7.65
"Midwest                                           ","AutoNation                                        ",$7.72
"Midwest                                           ","AutoNation                                        ",$6.40
"Midwest                                           ","AutoNation                                        ",$7.81
"Midwest                                           ","AutoNation                                        ",$7.68
"Midwest                                           ","AutoNation                                        ",$7.52
"Midwest                                           ","AutoNation                                        ",$7.46
"Midwest                                           ","AutoNation                                        ",$7.61
"Midwest                                           ","Progressive                                       ",$5.11
"Midwest                                           ","Progressive                                       ",$8.02
"Midwest                                           ","Progressive                                       ",$7.26
"Midwest                                           ","Progressive                                       ",$7.72
"Midwest                                           ","Abbott Laboratories                               ",$7.66
"Midwest                                           ","Abbott Laboratories                               ",$6.93
"Midwest                                           ","Abbott Laboratories                               ",$6.69
"Midwest                                           ","Abbott Laboratories                               ",$6.61
"Midwest                                           ","Abbott Laboratories                               ",$6.64
"Midwest                                           ","Abbott Laboratories                               ",$6.65
"Midwest                                           ","Abbott Laboratories                               ",$6.75
"Midwest                                           ","Abbott Laboratories                               ",$6.87
"Midwest                                           ","Abbott Laboratories                               ",$6.57
"Midwest                                           ","Abbott Laboratories                               ",$6.13
"Midwest                                           ","Dollar General                                    ",$7.34
"Midwest                                           ","Dollar General                                    ",$5.82
"Midwest                                           ","Tenet Healthcare                                  ",$6.38
"Midwest                                           ","Tenet Healthcare                                  ",$6.41
"Midwest                                           ","Tenet Healthcare                                  ",$6.59
"Midwest                                           ","Eli Lilly                                         ",$6.62
"Midwest                                           ","Southwest Airlines                                ",$7.71
"Midwest                                           ","Southwest Airlines                                ",$7.49
"Midwest                                           ","Southwest Airlines                                ",$7.59
"Midwest                                           ","Southwest Airlines                                ",$7.52
"Midwest                                           ","Southwest Airlines                                ",$7.74
"Midwest                                           ","Southwest Airlines                                ",$7.69
"Midwest                                           ","Southwest Airlines                                ",$7.85
"Midwest                                           ","Southwest Airlines                                ",$6.95
"Midwest                                           ","Southwest Airlines                                ",$7.32
"Midwest                                           ","Penske Automotive Group                           ",$7.58
"Midwest                                           ","Penske Automotive Group                           ",$7.59
"Midwest                                           ","Penske Automotive Group                           ",$7.57
"Midwest                                           ","Kohl's                                            ",$6.45
"Midwest                                           ","Kohl's                                            ",$5.41
"Midwest                                           ","Kohl's                                            ",$5.36
"Midwest                                           ","Starbucks                                         ",$7.81
"Midwest                                           ","Paccar                                            ",$7.10
"Midwest                                           ","Paccar                                            ",$7.75
"Midwest                                           ","Paccar                                            ",$7.58
"Midwest                                           ","Paccar                                            ",$7.48
"Midwest                                           ","Paccar                                            ",$7.47
"Midwest                                           ","Paccar                                            ",$7.78
"Midwest                                           ","Paccar                                            ",$7.59
"Midwest                                           ","Paccar                                            ",$7.63
"Midwest                                           ","Paccar                                            ",$7.33
"Midwest                                           ","Paccar                                            ",$7.67
"Midwest                                           ","Paccar                                            ",$7.80
"Midwest                                           ","Paccar                                            ",$7.51
"Midwest                                           ","Paccar                                            ",$7.78
"Midwest                                           ","Paccar                                            ",$7.46
"Midwest                                           ","Paccar                                            ",$7.80
"Midwest                                           ","Paccar                                            ",$7.74
"Midwest                                           ","Paccar                                            ",$7.47
"Midwest                                           ","Paccar                                            ",$7.77
"Midwest                                           ","Cummins                                           ",$7.48
