"Northeast                                         ","Walmart                                           ",$5.76
"Northeast                                         ","Bank of America Corp.                             ",$6.66
"Northeast                                         ","Bank of America Corp.                             ",$6.63
"Northeast                                         ","Bank of America Corp.                             ",$6.59
"Northeast                                         ","Bank of America Corp.                             ",$6.67
"Northeast                                         ","Bank of America Corp.                             ",$6.56
"Northeast                                         ","Bank of America Corp.                             ",$6.65
"Northeast                                         ","Bank of America Corp.                             ",$6.60
"Northeast                                         ","Wells Fargo                                       ",$7.53
"Northeast                                         ","Wells Fargo                                       ",$7.38
"Northeast                                         ","Wells Fargo                                       ",$7.45
"Northeast                                         ","Home Depot                                        ",$6.57
"Northeast                                         ","Citigroup                                         ",$6.43
"Northeast                                         ","Phillips 66                                       ",$7.09
"Northeast                                         ","IBM                                               ",$6.62
"Northeast                                         ","IBM                                               ",$6.82
"Northeast                                         ","IBM                                               ",$6.63
"Northeast                                         ","IBM                                               ",$6.40
"Northeast                                         ","IBM                                               ",$6.38
"Northeast                                         ","IBM                                               ",$6.67
"Northeast                                         ","IBM                                               ",$6.58
"Northeast                                         ","IBM                                               ",$6.66
"Northeast                                         ","IBM                                               ",$6.93
"Northeast                                         ","IBM                                               ",$6.13
"Northeast                                         ","IBM                                               ",$6.69
"Northeast                                         ","IBM                                               ",$6.66
"Northeast                                         ","IBM                                               ",$6.61
"Northeast                                         ","IBM                                               ",$6.72
"Northeast                                         ","IBM                                               ",$6.67
"Northeast                                         ","IBM                                               ",$6.59
"Northeast                                         ","IBM                                               ",$6.60
"Northeast                                         ","IBM                                               ",$6.51
"Northeast                                         ","IBM                                               ",$6.30
"Northeast                                         ","IBM                                               ",$6.40
"Northeast                                         ","IBM                                               ",$6.55
"Northeast                                         ","IBM                                               ",$6.57
"Northeast                                         ","IBM                                               ",$6.62
"Northeast                                         ","Procter & Gamble                                  ",$6.53
"Northeast                                         ","Procter & Gamble                                  ",$6.69
"Northeast                                         ","State Farm Insurance Cos.                         ",$5.12
"Northeast                                         ","Alphabet                                          ",$6.66
"Northeast                                         ","Alphabet                                          ",$6.51
"Northeast                                         ","Alphabet                                          ",$6.66
"Northeast                                         ","Alphabet                                          ",$5.85
"Northeast                                         ","Alphabet                                          ",$6.74
"Northeast                                         ","Johnson & Johnson                                 ",$6.95
"Northeast                                         ","Archer Daniels Midland                            ",$7.40
"Northeast                                         ","Archer Daniels Midland                            ",$7.33
"Northeast                                         ","Archer Daniels Midland                            ",$6.60
"Northeast                                         ","Marathon Petroleum                                ",$5.62
"Northeast                                         ","Marathon Petroleum                                ",$6.53
"Northeast                                         ","Freddie Mac                                       ",$7.46
"Northeast                                         ","Freddie Mac                                       ",$7.27
"Northeast                                         ","Freddie Mac                                       ",$7.24
"Northeast                                         ","PepsiCo                                           ",$6.51
"Northeast                                         ","PepsiCo                                           ",$6.60
"Northeast                                         ","PepsiCo                                           ",$6.67
"Northeast                                         ","United Technologies                               ",$7.39
"Northeast                                         ","United Technologies                               ",$7.05
"Northeast                                         ","United Technologies                               ",$7.44
"Northeast                                         ","United Technologies                               ",$6.43
"Northeast                                         ","United Technologies                               ",$7.39
"Northeast                                         ","Aetna                                             ",$7.21
"Northeast                                         ","Aetna                                             ",$7.30
"Northeast                                         ","Aetna                                             ",$7.04
"Northeast                                         ","Lowe's                                            ",$5.43
"Northeast                                         ","UPS                                               ",$6.41
"Northeast                                         ","AIG                                               ",$6.67
"Northeast                                         ","Prudential Financial                              ",$7.40
"Northeast                                         ","Intel                                             ",$7.38
"Northeast                                         ","Intel                                             ",$7.29
"Northeast                                         ","Disney                                            ",$6.49
"Northeast                                         ","Cisco Systems                                     ",$5.64
"Northeast                                         ","Cisco Systems                                     ",$5.66
"Northeast                                         ","Pfizer                                            ",$6.58
"Northeast                                         ","Pfizer                                            ",$6.72
"Northeast                                         ","Pfizer                                            ",$6.52
"Northeast                                         ","Pfizer                                            ",$6.66
"Northeast                                         ","Pfizer                                            ",$6.57
"Northeast                                         ","Pfizer                                            ",$5.82
"Northeast                                         ","Pfizer                                            ",$6.49
"Northeast                                         ","Pfizer                                            ",$7.28
"Northeast                                         ","Pfizer                                            ",$6.64
"Northeast                                         ","Pfizer                                            ",$6.50
"Northeast                                         ","Pfizer                                            ",$6.55
"Northeast                                         ","Pfizer                                            ",$6.59
"Northeast                                         ","Sysco                                             ",$6.43
"Northeast                                         ","Caterpillar                                       ",$6.69
"Northeast                                         ","Caterpillar                                       ",$6.58
"Northeast                                         ","Caterpillar                                       ",$6.67
"Northeast                                         ","Caterpillar                                       ",$6.54
"Northeast                                         ","Caterpillar                                       ",$6.64
"Northeast                                         ","Caterpillar                                       ",$6.44
"Northeast                                         ","Caterpillar                                       ",$6.53
"Northeast                                         ","HCA Holdings                                      ",$6.63
"Northeast                                         ","Ingram Micro                                      ",$6.58
"Northeast                                         ","Ingram Micro                                      ",$7.20
"Northeast                                         ","Nationwide                                        ",$6.92
"Northeast                                         ","Best Buy                                          ",$5.26
"Northeast                                         ","Best Buy                                          ",$6.00
"Northeast                                         ","Liberty Mutual Insurance Group                    ",$6.60
"Northeast                                         ","Liberty Mutual Insurance Group                    ",$6.40
"Northeast                                         ","Oracle                                            ",$6.75
"Northeast                                         ","Oracle                                            ",$6.63
"Northeast                                         ","Oracle                                            ",$6.60
"Northeast                                         ","Cigna                                             ",$6.97
"Northeast                                         ","United Continental Holdings                       ",$5.84
"Northeast                                         ","Allstate                                          ",$5.92
"Northeast                                         ","Allstate                                          ",$7.18
"Northeast                                         ","CHS                                               ",$6.91
"Northeast                                         ","General Dynamics                                  ",$6.97
"Northeast                                         ","General Dynamics                                  ",$7.32
"Northeast                                         ","General Dynamics                                  ",$7.37
"Northeast                                         ","General Dynamics                                  ",$7.17
"Northeast                                         ","General Dynamics                                  ",$6.55
"Northeast                                         ","General Dynamics                                  ",$7.42
"Northeast                                         ","3M                                                ",$6.78
"Northeast                                         ","3M                                                ",$6.81
"Northeast                                         ","3M                                                ",$6.90
"Northeast                                         ","3M                                                ",$6.57
"Northeast                                         ","3M                                                ",$6.59
"Northeast                                         ","3M                                                ",$7.10
"Northeast                                         ","3M                                                ",$6.62
"Northeast                                         ","3M                                                ",$5.69
"Northeast                                         ","3M                                                ",$6.40
"Northeast                                         ","3M                                                ",$6.63
"Northeast                                         ","3M                                                ",$6.64
"Northeast                                         ","Time Warner                                       ",$6.42
"Northeast                                         ","Time Warner                                       ",$6.59
"Northeast                                         ","Time Warner                                       ",$6.60
"Northeast                                         ","Time Warner                                       ",$6.61
"Northeast                                         ","Time Warner                                       ",$6.65
"Northeast                                         ","Time Warner                                       ",$6.54
"Northeast                                         ","Time Warner                                       ",$6.59
"Northeast                                         ","Northwestern Mutual                               ",$6.83
"Northeast                                         ","Avnet                                             ",$7.35
"Northeast                                         ","Avnet                                             ",$6.69
"Northeast                                         ","Avnet                                             ",$6.66
"Northeast                                         ","Avnet                                             ",$6.60
"Northeast                                         ","Avnet                                             ",$6.65
"Northeast                                         ","Avnet                                             ",$6.66
"Northeast                                         ","Avnet                                             ",$6.68
"Northeast                                         ","Travelers Cos.                                    ",$5.24
"Northeast                                         ","Travelers Cos.                                    ",$6.57
"Northeast                                         ","Travelers Cos.                                    ",$6.64
"Northeast                                         ","Travelers Cos.                                    ",$6.64
"Northeast                                         ","Travelers Cos.                                    ",$6.67
"Northeast                                         ","Travelers Cos.                                    ",$6.66
"Northeast                                         ","Travelers Cos.                                    ",$6.67
"Northeast                                         ","Travelers Cos.                                    ",$6.66
"Northeast                                         ","Travelers Cos.                                    ",$6.62
"Northeast                                         ","Travelers Cos.                                    ",$6.71
"Northeast                                         ","Travelers Cos.                                    ",$6.90
"Northeast                                         ","Travelers Cos.                                    ",$6.63
"Northeast                                         ","Philip Morris International                       ",$5.99
"Northeast                                         ","Philip Morris International                       ",$6.30
"Midwest                                           ","Sears Holdings                                    ",$5.62
"Midwest                                           ","Sears Holdings                                    ",$7.31
"Midwest                                           ","Sears Holdings                                    ",$5.75
"Midwest                                           ","Capital One Financial                             ",$6.76
"Midwest                                           ","Capital One Financial                             ",$6.72
"Midwest                                           ","Capital One Financial                             ",$6.77
"Midwest                                           ","Capital One Financial                             ",$6.46
"Midwest                                           ","Capital One Financial                             ",$6.55
"Midwest                                           ","Capital One Financial                             ",$6.65
"Midwest                                           ","EMC                                               ",$6.18
"Midwest                                           ","EMC                                               ",$6.68
"Midwest                                           ","EMC                                               ",$6.57
"Midwest                                           ","EMC                                               ",$6.66
"Midwest                                           ","Duke Energy                                       ",$6.58
"Midwest                                           ","Duke Energy                                       ",$7.37
"Midwest                                           ","Time Warner Cable                                 ",$6.67
"Midwest                                           ","Time Warner Cable                                 ",$6.62
"Midwest                                           ","Time Warner Cable                                 ",$6.73
"Midwest                                           ","Time Warner Cable                                 ",$6.59
"Midwest                                           ","Halliburton                                       ",$6.59
"Midwest                                           ","Halliburton                                       ",$6.81
"Midwest                                           ","Halliburton                                       ",$6.88
"Midwest                                           ","Northrop Grumman                                  ",$7.38
"Midwest                                           ","Arrow Electronics                                 ",$7.40
"Midwest                                           ","Raytheon                                          ",$7.28
"Midwest                                           ","Raytheon                                          ",$7.37
"Midwest                                           ","Raytheon                                          ",$6.27
"Midwest                                           ","US Foods Holding                                  ",$6.65
"Midwest                                           ","US Foods Holding                                  ",$6.59
"Midwest                                           ","AbbVie                                            ",$6.65
"Midwest                                           ","Centene                                           ",$7.12
"Midwest                                           ","Centene                                           ",$7.43
"Midwest                                           ","Centene                                           ",$6.83
"Midwest                                           ","Centene                                           ",$6.95
"Midwest                                           ","Centene                                           ",$6.89
"Midwest                                           ","Centene                                           ",$7.31
"Midwest                                           ","Community Health Systems                          ",$6.63
"Midwest                                           ","Community Health Systems                          ",$6.61
"Midwest                                           ","Community Health Systems                          ",$6.64
"Midwest                                           ","Community Health Systems                          ",$6.68
"Midwest                                           ","International Paper                               ",$6.61
"Midwest                                           ","International Paper                               ",$6.53
"Midwest                                           ","International Paper                               ",$6.64
"Midwest                                           ","International Paper                               ",$6.65
"Midwest                                           ","International Paper                               ",$6.62
"Midwest                                           ","International Paper                               ",$6.63
"Midwest                                           ","Emerson Electric                                  ",$7.35
"Midwest                                           ","Emerson Electric                                  ",$7.06
"Midwest                                           ","Amgen                                             ",$6.81
"Midwest                                           ","Amgen                                             ",$6.58
"Midwest                                           ","Amgen                                             ",$6.65
"Midwest                                           ","Amgen                                             ",$6.62
"Midwest                                           ","Amgen                                             ",$6.55
"Midwest                                           ","Amgen                                             ",$6.60
"Midwest                                           ","Amgen                                             ",$6.58
"Midwest                                           ","Amgen                                             ",$6.62
"Midwest                                           ","U.S. Bancorp                                      ",$5.69
"Midwest                                           ","U.S. Bancorp                                      ",$6.51
"Midwest                                           ","Aflac                                             ",$5.32
"Midwest                                           ","AutoNation                                        ",$5.55
"Midwest                                           ","AutoNation                                        ",$6.40
"Midwest                                           ","Abbott Laboratories                               ",$6.93
"Midwest                                           ","Abbott Laboratories                               ",$6.69
"Midwest                                           ","Abbott Laboratories                               ",$6.61
"Midwest                                           ","Abbott Laboratories                               ",$6.64
"Midwest                                           ","Abbott Laboratories                               ",$6.65
"Midwest                                           ","Abbott Laboratories                               ",$6.75
"Midwest                                           ","Abbott Laboratories                               ",$6.87
"Midwest                                           ","Abbott Laboratories                               ",$6.57
"Midwest                                           ","Abbott Laboratories                               ",$6.13
"Midwest                                           ","Dollar General                                    ",$5.82
"Midwest                                           ","Tenet Healthcare                                  ",$6.38
"Midwest                                           ","Tenet Healthcare                                  ",$6.41
"Midwest                                           ","Tenet Healthcare                                  ",$6.59
"Midwest                                           ","Eli Lilly                                         ",$6.62
"Midwest                                           ","Kohl's                                            ",$6.45
"Midwest                                           ","Kohl's                                            ",$5.41
"Midwest                                           ","Kohl's                                            ",$5.36
"Midwest                                           ","Lear                                              ",$6.43
"Midwest                                           ","Lear                                              ",$6.64
"Southeast                                         ","Fluor                                             ",$7.26
"Southeast                                         ","Fluor                                             ",$7.44
"Southeast                                         ","Fluor                                             ",$7.41
"Southeast                                         ","Facebook                                          ",$6.66
"Southeast                                         ","Facebook                                          ",$6.65
"Southeast                                         ","Jabil Circuit                                     ",$7.41
"Southeast                                         ","CenturyLink                                       ",$6.81
"Southeast                                         ","CenturyLink                                       ",$7.41
"Southeast                                         ","CenturyLink                                       ",$6.72
"Southeast                                         ","Supervalu                                         ",$7.15
"Southeast                                         ","Supervalu                                         ",$7.24
"Southeast                                         ","Thermo Fisher Scientific                          ",$6.16
"Southeast                                         ","PG&E Corp.                                        ",$6.70
"Southeast                                         ","PG&E Corp.                                        ",$7.13
"Southeast                                         ","PG&E Corp.                                        ",$6.50
"Southeast                                         ","PG&E Corp.                                        ",$6.56
"Southeast                                         ","PG&E Corp.                                        ",$6.58
"Southeast                                         ","NGL Energy Partners                               ",$6.86
"Southeast                                         ","NGL Energy Partners                               ",$6.61
"Southeast                                         ","NGL Energy Partners                               ",$6.76
"Southeast                                         ","NGL Energy Partners                               ",$6.80
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.59
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.65
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.58
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.74
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.64
"Southeast                                         ","Bristol-Myers Squibb                              ",$7.24
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.58
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.60
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.54
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.70
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.29
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.61
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.57
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.56
"Southeast                                         ","Bristol-Myers Squibb                              ",$7.03
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.67
"Southeast                                         ","Baker Hughes                                      ",$6.60
"Southeast                                         ","Baker Hughes                                      ",$6.66
"Southeast                                         ","Dollar Tree                                       ",$6.37
"Southeast                                         ","Whole Foods Market                                ",$5.76
"Southeast                                         ","Whole Foods Market                                ",$5.27
"Southeast                                         ","Genuine Parts                                     ",$6.49
"Southeast                                         ","Genuine Parts                                     ",$6.68
"Southeast                                         ","Genuine Parts                                     ",$6.42
"Southeast                                         ","Genuine Parts                                     ",$6.39
"Southeast                                         ","Genuine Parts                                     ",$6.58
"Southeast                                         ","Genuine Parts                                     ",$6.75
"Southeast                                         ","Icahn Enterprises                                 ",$7.28
"Southeast                                         ","Omnicom Group                                     ",$5.22
"Southeast                                         ","DISH Network                                      ",$5.23
"Southeast                                         ","DISH Network                                      ",$5.70
"Southeast                                         ","FirstEnergy                                       ",$5.27
"Southeast                                         ","Monsanto                                          ",$5.17
"Southeast                                         ","National Oilwell Varco                            ",$7.41
"Southeast                                         ","Western Digital                                   ",$7.35
"Southeast                                         ","Marriott International                            ",$6.65
"Southeast                                         ","Nordstrom                                         ",$7.42
"Southeast                                         ","WellCare Health Plans                             ",$6.61
"Southeast                                         ","Ecolab                                            ",$5.72
"Southeast                                         ","Illinois Tool Works                               ",$6.49
"Southeast                                         ","Illinois Tool Works                               ",$6.07
"Southeast                                         ","Illinois Tool Works                               ",$6.69
"Southeast                                         ","Illinois Tool Works                               ",$7.60
"Southeast                                         ","Synnex                                            ",$6.81
"Southeast                                         ","Synnex                                            ",$6.70
"Southeast                                         ","Synnex                                            ",$6.67
"Southeast                                         ","Synnex                                            ",$6.27
"Southeast                                         ","Synnex                                            ",$6.59
"Southeast                                         ","Synnex                                            ",$6.54
"Southeast                                         ","Synnex                                            ",$6.60
"Southeast                                         ","Synnex                                            ",$6.70
"Southeast                                         ","Synnex                                            ",$6.64
"Southeast                                         ","Synnex                                            ",$6.64
"Southeast                                         ","Synnex                                            ",$6.60
"Southeast                                         ","Synnex                                            ",$6.61
"Southeast                                         ","Synnex                                            ",$6.44
"Southeast                                         ","HollyFrontier                                     ",$6.93
"Southeast                                         ","Land O'Lakes                                      ",$6.33
"Southeast                                         ","Devon Energy                                      ",$6.59
"Southeast                                         ","Yum Brands                                        ",$6.25
"Southeast                                         ","Texas Instruments                                 ",$6.34
"Southeast                                         ","CDW                                               ",$7.42
"Southeast                                         ","Chesapeake Energy                                 ",$6.45
"Southeast                                         ","Chesapeake Energy                                 ",$6.66
"Southeast                                         ","Chesapeake Energy                                 ",$6.38
"Southeast                                         ","Chesapeake Energy                                 ",$6.71
"Southeast                                         ","Occidental Petroleum                              ",$6.56
"Southeast                                         ","Occidental Petroleum                              ",$6.64
"Southeast                                         ","Occidental Petroleum                              ",$6.65
"Southeast                                         ","Occidental Petroleum                              ",$6.59
"Southeast                                         ","Occidental Petroleum                              ",$6.56
"Southeast                                         ","Occidental Petroleum                              ",$6.71
"Southeast                                         ","Occidental Petroleum                              ",$6.63
"Southeast                                         ","Occidental Petroleum                              ",$6.62
"Southeast                                         ","Occidental Petroleum                              ",$6.64
"Southeast                                         ","Occidental Petroleum                              ",$6.69
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.71
"Southeast                                         ","Cognizant Technology Solutions                    ",$6.64
"Southeast                                         ","Cognizant Technology Solutions                    ",$6.69
"Southeast                                         ","Cognizant Technology Solutions                    ",$6.58
"Southeast                                         ","Cognizant Technology Solutions                    ",$6.68
"Southeast                                         ","Cognizant Technology Solutions                    ",$6.65
"Southeast                                         ","Cognizant Technology Solutions                    ",$6.69
"Southeast                                         ","VF                                                ",$6.48
"Southeast                                         ","VF                                                ",$6.62
"Southeast                                         ","Ameriprise Financial                              ",$5.87
"Southeast                                         ","Computer Sciences                                 ",$5.96
"Southeast                                         ","L Brands                                          ",$6.65
"Southeast                                         ","Jacobs Engineering Group                          ",$7.26
"Southeast                                         ","Jacobs Engineering Group                          ",$7.23
"Southeast                                         ","Ross Stores                                       ",$5.56
"Southeast                                         ","CSX                                               ",$6.62
"Southeast                                         ","CSX                                               ",$6.72
"Southeast                                         ","CSX                                               ",$6.62
"Southeast                                         ","Leucadia National                                 ",$7.34
"Southeast                                         ","Leucadia National                                 ",$6.62
"Southeast                                         ","Leucadia National                                 ",$7.22
"Southeast                                         ","Leucadia National                                 ",$7.39
"Southeast                                         ","United States Steel                               ",$6.20
"Southeast                                         ","United States Steel                               ",$7.24
"Southeast                                         ","L-3 Communications                                ",$6.03
"Southeast                                         ","Entergy                                           ",$6.29
"Southeast                                         ","ADP                                               ",$5.14
"Southeast                                         ","ADP                                               ",$6.27
"Southeast                                         ","ADP                                               ",$5.85
"Southeast                                         ","First Data                                        ",$7.28
"West                                              ","Stanley Black & Decker                            ",$6.10
"West                                              ","Stanley Black & Decker                            ",$5.28
"West                                              ","Stanley Black & Decker                            ",$5.92
"West                                              ","CBRE Group                                        ",$7.02
"West                                              ","D.R. Horton                                       ",$7.36
"West                                              ","D.R. Horton                                       ",$7.15
"West                                              ","Henry Schein                                      ",$7.39
"West                                              ","BB&T Corp.                                        ",$7.34
"West                                              ","BB&T Corp.                                        ",$6.74
"West                                              ","Global Partners                                   ",$6.36
"West                                              ","Sempra Energy                                     ",$6.87
"West                                              ","AutoZone                                          ",$7.28
"West                                              ","Precision Castparts                               ",$7.50
"West                                              ","Air Products & Chemicals                          ",$6.67
"West                                              ","Western Refining                                  ",$5.84
"West                                              ","Charter Communications                            ",$5.49
"West                                              ","MasterCard                                        ",$6.53
"West                                              ","Eastman Chemical                                  ",$6.00
"West                                              ","Eastman Chemical                                  ",$6.83
"West                                              ","Sonic Automotive                                  ",$6.17
"West                                              ","Ally Financial                                    ",$6.51
"West                                              ","Ally Financial                                    ",$6.64
"West                                              ","Ally Financial                                    ",$6.62
"West                                              ","Ally Financial                                    ",$6.63
"West                                              ","Reliance Steel & Aluminum                         ",$6.57
"West                                              ","Hormel Foods                                      ",$7.75
"West                                              ","Celgene                                           ",$7.39
"West                                              ","Celgene                                           ",$7.28
"West                                              ","Republic Services                                 ",$7.03
"West                                              ","Republic Services                                 ",$7.38
"West                                              ","Republic Services                                 ",$7.36
"West                                              ","Corning                                           ",$6.85
"West                                              ","Peter Kiewit Sons'                                ",$6.72
"West                                              ","Peter Kiewit Sons'                                ",$6.45
"West                                              ","Mosaic                                            ",$7.42
"West                                              ","Mosaic                                            ",$6.29
"West                                              ","Mosaic                                            ",$6.87
